disease_group,disease_id,disease,outcome,income,sex,age_group,rel_year,estimate,ci_low,ci_high,p_value,n,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,old,5,-0.713340991,-0.932820983,-0.493860999,1.8868706597174878e-10,3108,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,young,-5,-0.378782695,-0.576917242,-0.180648148,0.000178948,3858,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,young,-4,-0.294320303,-0.452813888,-0.135826718,0.000272965,1673,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,young,-3,-0.51761292,-0.891802468,-0.143423372,0.006703011,353,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,young,-2,-0.514607561,-0.846453356,-0.182761767,0.002370055,1933,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,young,-1,-0.63300645,-0.825824307,-0.440188592,1.2385448222573814e-10,4909,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,young,0,-0.62258382,-0.878665382,-0.366502259,1.887233108677222e-06,2203,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,young,1,-0.746577948,-1.037503703,-0.455652194,4.910408422098556e-07,421,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,young,2,-0.805454263,-1.00495791,-0.605950616,2.6645352591003757e-15,407,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,young,3,-0.772364171,-1.037293561,-0.507434782,1.1028429725001843e-08,2016,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,young,4,-0.902852573,-1.170427523,-0.635277623,3.754885291584742e-11,254,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,young,5,-1.029955129,-1.271544285,-0.788365972,0,2727,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,mid,-5,-0.304493964,-0.474775061,-0.134212867,0.00045688,2304,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,mid,-4,-0.419105834,-0.645275662,-0.192936006,0.00028124,3667,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,mid,-3,-0.49007953,-0.66298046,-0.317178601,2.767745455045656e-08,1075,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,mid,-2,-0.621323519,-0.927008781,-0.315638256,6.781714928560945e-05,3552,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,mid,-1,-0.693179501,-0.953343161,-0.433015841,1.767909307837101e-07,2899,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,mid,0,-0.573375039,-0.798825832,-0.347924246,6.204306739476806e-07,505,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,mid,1,-0.779290665,-1.063729056,-0.494852274,7.877418761736976e-08,2208,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,mid,2,-0.688984175,-0.978818076,-0.399150273,3.173615692908527e-06,4518,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,mid,3,-1.055902617,-1.313751735,-0.798053499,8.881784197001252e-16,3259,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,mid,4,-0.964113068,-1.136763211,-0.791462924,0,1181,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,mid,5,-1.112605734,-1.403547818,-0.82166365,6.616929226765933e-14,203,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,old,-5,-0.479094425,-0.599949318,-0.358239532,7.993605777301127e-15,660,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,old,-4,-0.527295431,-0.782616694,-0.271974169,5.169295726847878e-05,2729,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,old,-3,-0.512070382,-0.752449903,-0.271690862,2.975863377585597e-05,4199,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,old,-2,-0.513500129,-0.731670032,-0.295330226,3.9652642622733936e-06,2541,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,old,-1,-0.640859221,-0.944739844,-0.336978598,3.573134748702245e-05,695,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,old,0,-0.572427195,-0.8438442,-0.301010189,3.569646417100891e-05,4569,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,old,1,-0.488189077,-0.645029378,-0.331348777,1.05541886341598e-09,1402,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,old,2,-0.640182493,-0.84714615,-0.433218837,1.3385870190063542e-09,4461,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,old,3,-0.831157943,-1.066022232,-0.596293654,4.027445044130218e-12,2878,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,old,4,-0.635559785,-0.954365088,-0.316754481,9.329785999412366e-05,244,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,female,old,5,-0.796702597,-0.966556678,-0.626848516,0,1914,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,young,-5,-0.427843954,-0.649496078,-0.20619183,0.000154769,3118,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,young,-4,-0.320264603,-0.493860726,-0.14666848,0.000299223,3148,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,young,-3,-0.117937451,-0.413062213,0.17718731077743383,0.43347845942736685,4047,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,young,-2,-0.362668547,-0.641967212,-0.083369882,0.010926065210613789,518,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,young,-1,-0.288227192,-0.464233517,-0.112220868,0.001328794,1563,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,young,0,-0.276164545,-0.506308627,-0.046020464,0.018676345986974763,4014,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,young,1,-0.392435832,-0.705112521,-0.079759144,0.013894992029955588,3931,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,young,2,-0.34525173,-0.513302783,-0.177200677,5.6561957674672314e-05,2765,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,young,3,-0.436838311,-0.777096436,-0.096580185,0.011858275,3750,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,young,4,-0.256577717,-0.508153619,-0.005001815,0.045611752,1217,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,young,5,-0.463196003,-0.719928682,-0.206463323,0.000405891,1369,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,mid,-5,-0.189364483,-0.390064311,0.011335345042737754,0.064414366,349,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,mid,-4,-0.299859596,-0.47304744,-0.126671751,0.000689883,1099,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,mid,-3,-0.321786091,-0.562788904,-0.080783277,0.008871025,1754,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,mid,-2,-0.347803475,-0.541148462,-0.154458487,0.000422214,2395,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,mid,-1,-0.264577755,-0.477008974,-0.052146535,0.014641349340242638,4927,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,mid,0,-0.233983838,-0.465480198,-0.002487478,0.047584475,4729,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,mid,1,-0.091896475,-0.273150113,0.089357163,0.3203545674469548,4605,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,mid,2,-0.151784092,-0.3253583,0.021790117,0.086538644,1952,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,mid,3,-0.200374609,-0.477646701,0.076897484,0.15665204792664422,3354,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,mid,4,-0.272678816,-0.425214169,-0.120143463,0.000458702,4708,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,mid,5,-0.402200037,-0.691971125,-0.11242895,0.006519019,2047,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,old,-5,-0.039774436,-0.157866339,0.078317467,0.5091601596030491,3517,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,old,-4,-0.050734674,-0.174043778,0.07257443,0.41999588787333897,1624,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,old,-3,-0.096516746,-0.304073451,0.11103995885205283,0.36207033809693057,2643,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,old,-2,-0.128790224,-0.388740234,0.13115978523096966,0.33151498482680264,3722,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,old,-1,-0.288832872,-0.55512827,-0.022537474,0.033513137,875,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,old,0,-0.218320416,-0.36147628,-0.075164553,0.002797953,2971,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,old,1,-0.036992596,-0.242612458,0.16862726473874134,0.7243740216700711,2907,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,old,2,-0.122632223,-0.274506438,0.029241991,0.11350812034756208,4798,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,old,3,-0.226645146,-0.578660884,0.1253705916218792,0.20696859182884397,4341,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,old,4,-0.163529866,-0.343564951,0.016505218084421597,0.07502499,763,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,male,old,5,-0.297071342,-0.560234408,-0.033908275,0.026929108545815206,4893,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,young,-5,-0.651600641,-0.863002932,-0.440198351,1.5291061750133395e-09,1878,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,young,-4,-0.375527533,-0.575276177,-0.17577889,0.000228882,1506,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,young,-3,-0.268663491,-0.429282694,-0.108044288,0.001043825,2560,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,young,-2,-0.431200774,-0.595982575,-0.266418973,2.9140122048687545e-07,3339,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,young,-1,-0.475411297,-0.771059964,-0.179762629,0.001623037,2741,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,young,0,-0.308680843,-0.472182345,-0.14517934,0.000215294,4625,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,young,1,-0.34203173,-0.593687609,-0.090375851,0.007724408,4302,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,young,2,-0.230283436,-0.490098245,0.029531373,0.082348311,1465,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,young,3,-0.470146729,-0.483449326,-0.456844131,0,3627,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,young,4,-0.146299146,-0.3924333,0.099835007,0.24401893039684808,3311,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,young,5,-0.251495418,-0.450801714,-0.052189122,0.013389660654950841,1165,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,mid,-5,-0.068652835,-0.349468997,0.21216332619496464,0.6318154730546053,4219,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,mid,-4,0.11305735906490968,-0.038150005,0.26426472347014496,0.1427881021399937,1757,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,mid,-3,-0.120302114,-0.352689512,0.11208528428754111,0.3102721424205259,606,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,mid,-2,-0.233488102,-0.409149435,-0.057826768,0.009181489,4308,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,mid,-1,-0.18154771,-0.367583483,0.004488064,0.055784482,993,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,mid,0,-0.403850558,-0.595700923,-0.212000192,3.693573926399907e-05,4719,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,mid,1,-0.415983883,-0.5638022,-0.268165567,3.473019116739806e-08,1303,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,mid,2,-0.261889161,-0.625902524,0.10212420161939828,0.15850406390677962,1741,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,mid,3,-0.581511355,-0.891995129,-0.271027581,0.000241675,2858,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,mid,4,-0.470196641,-0.620124002,-0.32026928,7.902214438360033e-10,3970,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,mid,5,-0.425336959,-0.549198879,-0.301475038,1.6900703059263833e-11,4492,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,old,-5,-0.109844417,-0.224880495,0.00519166,0.061269744,1496,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,old,-4,-0.338535862,-0.547594912,-0.129476812,0.00150411,2953,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,old,-3,-0.190621856,-0.53311109,0.15186737833995392,0.27532031573389615,1361,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,old,-2,-0.230690345,-0.48578395,0.024403259999252885,0.076311815,4614,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,old,-1,-0.485679101,-0.81627982,-0.155078381,0.003984352,496,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,old,0,-0.235313329,-0.465562817,-0.005063841,0.045165915,1169,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,old,1,-0.138674479,-0.281866241,0.004517283,0.057673993,685,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,old,2,-0.371414175,-0.577478404,-0.165349945,0.000411273,3676,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,old,3,-0.302664443,-0.577152527,-0.028176359,0.030680269777016544,952,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,old,4,-0.224031827,-0.443956154,-0.0041075,0.045867926,993,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,high,female,old,5,-0.40503411,-0.613037173,-0.197031046,0.000135297,2426,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,young,-5,-0.552097865,-0.769078642,-0.335117088,6.1282141317065e-07,738,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,young,-4,-0.415409784,-0.664831559,-0.165988009,0.001097106,3577,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,young,-3,-0.503000265,-0.732428896,-0.273571634,1.7303779410671183e-05,2694,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,young,-2,-0.436755259,-0.642794361,-0.230716157,3.2564788870592665e-05,1639,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,young,-1,-0.491193978,-0.691820198,-0.290567757,1.5971805109593618e-06,1410,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,young,0,-0.483043808,-0.645534625,-0.320552992,5.657449619889121e-09,3291,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,young,1,-0.354511107,-0.539024381,-0.169997834,0.000166011,1728,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,young,2,-0.471452617,-0.700350304,-0.24255493,5.415200443903423e-05,2279,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,young,3,-0.380385136,-0.586903533,-0.173866739,0.000306063,1176,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,young,4,-0.426678229,-0.677726402,-0.175630057,0.000864753,1310,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,young,5,-0.277938426,-0.486613062,-0.06926379,0.009039201,704,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,mid,-5,-0.285153093,-0.51800929,-0.052296895,0.016386382,2698,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,mid,-4,-0.151120218,-0.420975121,0.1187346847327165,0.27237452086262404,3717,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,mid,-3,-0.202982405,-0.416909181,0.010944369713248692,0.062924084,2086,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,mid,-2,-0.191691433,-0.435354076,0.051971209,0.12308614578250876,1314,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,mid,-1,-0.141485961,-0.41725579,0.13428386874910936,0.3146109165745017,1598,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,mid,0,-0.358310469,-0.543075585,-0.173545353,0.000144125,1450,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,mid,1,-0.086436233,-0.197177193,0.024304727244185406,0.126058426,4522,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,mid,2,-0.121654427,-0.340537843,0.097228989,0.2759954875838946,2325,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,mid,3,-0.245172328,-0.463478207,-0.026866449,0.027720940597589117,1187,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,mid,4,-0.221671113,-0.451661582,0.008319356,0.058878206,3647,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,mid,5,-0.393010808,-0.721801357,-0.064220259,0.019137973,1022,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,old,-5,-0.227605129,-0.45935517,0.004144913,0.054236256,1681,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,old,-4,-0.173882291,-0.399068936,0.051304353858655005,0.13016475824194873,2480,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,old,-3,-0.257475801,-0.430594826,-0.084356775,0.003556187,3302,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,old,-2,-0.192983768,-0.39413674,0.008169204,0.06005349,2633,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,old,-1,-0.340114827,-0.629866131,-0.050363523,0.021409719462767818,1660,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,old,0,-0.361852224,-0.553112099,-0.170592349,0.000208736,3736,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,old,1,-0.174877693,-0.372470874,0.022715489197771693,0.082798095,1290,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,old,2,-0.373416691,-0.594810281,-0.152023102,0.000946846,1035,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,old,3,-0.091401716,-0.239132369,0.056328938,0.22525903976734085,4187,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,old,4,-0.419433272,-0.683946581,-0.154919962,0.001884018,1336,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,male,old,5,-0.497033002,-0.830831498,-0.163234505,0.003517409,1733,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,female,young,-5,-0.411673531,-0.658477587,-0.164869475,0.001078083,2662,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,female,young,-4,-0.559183938,-0.828453642,-0.289914235,4.695859030712235e-05,826,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,female,young,-3,-0.523767539,-0.712794236,-0.334740842,5.607173436672497e-08,572,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,female,young,-2,-0.384286707,-0.613648213,-0.1549252,0.001023786,4850,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,female,young,-1,-0.467119828,-0.740658719,-0.193580937,0.000816695,956,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,female,young,0,-0.500791594,-0.70658945,-0.294993738,1.8468975606644733e-06,1454,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,female,young,1,-0.516416542,-0.73325466,-0.299578424,3.0430914623735816e-06,2840,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,female,young,2,-0.559885447,-0.889492818,-0.230278077,0.000870516,4133,,,
Group 11,D1102,Group 11 / Disease 02,Hospitalizations,low,female,young,3,-0.659871024,-0.977869282,-0.341872766,4.7591229936916335e-05,4841,,,
